"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"103",6088.5,10169,11755,7944.5,8863.7998046875,11550,7069.2998046875,9970.5,9677.099609375,6987,8417.7001953125,11965,"1","1","1","5.9","5.9","5.9","28.232","0","10.336","2","O00287","O00287","Regulatory factor X-associated protein","RFXAP","206","O00287","RFXAP"
"104",164220,355630,276480,150400,333260,282700,179150,420370,256250,190170,392570,287320,"12","12","11","11.7","11.7","10.8","116.22","0","27.233","16","O00291","O00291","Huntingtin-interacting protein 1","HIP1","207","O00291","HIP1"
"105",16681000,23171000,24404000,14926000,19668000,19629000,19671000,22636000,21036000,18682000,20082000,21901000,"17","17","16","66","66","61","26.922","0","323.31","69","O00299","O00299","Chloride intracellular channel protein 1","CLIC1","208","O00299","CLIC1"
"106",3295200,4836600,5176600,2952600,3928200,4232600,3625300,4229800,4168700,3516000,3659900,4330800,"12","12","12","45.1","45.1","45.1","37.563","0","97.526","29","O00303","O00303","Eukaryotic translation initiation factor 3 subunit F","EIF3F","209","O00303","EIF3F"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2.5","2.5","2.5","98.911","0","147.65","1","O00308","O00308","NEDD4-like E3 ubiquitin-protein ligase WWP2","WWP2","210","O00308","WWP2"
"108",90849,166790,177470,82791,126740,134430,97480,133040,122960,96258,113580,121840,"5","5","5","11","11","11","54.122","0","4.3846","8","O00330","O00330","Pyruvate dehydrogenase protein X component, mitochondrial","PDHX","211","O00330","PDHX"
"109",12663,19053,27014,17709,20973,24143,16575,16711,12824,14631,14342,16740,"4","4","4","6.3","6.3","6.3","82.577","0","12.412","6","O00391","O00391","Sulfhydryl oxidase 1","QSOX1","212","O00391","QSOX1"
"110",96555,134230,169310,157170,157330,178760,165900,133220,116120,166400,129630,154400,"3","3","3","19.5","19.5","19.5","20.747","0.00077387","1.6248","4","O00399","O00399","Dynactin subunit 6","DCTN6","213","O00399","DCTN6"
"111",48774,61525,68086,46638,52230,63609,77240,75285,72088,60325,72414,69588,"4","4","4","10.9","10.9","10.9","60.908","0","4.8742","5","O00400","O00400","Acetyl-coenzyme A transporter 1","SLC33A1","214","O00400","SLC33A1"
"112",53922,135070,146280,76845,111480,117910,103490,114860,124340,97879,112940,114640,"11","11","11","28.7","28.7","28.7","54.826","0","230.56","8","O00401","O00401","Neural Wiskott-Aldrich syndrome protein","WASL","215","O00401","WASL"
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.3","5.3","5.3","53.834","0","43.314","0","O00409","O00409","Forkhead box protein N3","FOXN3","216","O00409","FOXN3"
"114",9675200,15604000,20970000,8412300,12261000,15919000,11113000,13092000,14833000,10467000,11642000,14594000,"40","40","38","46.2","46.2","45.6","123.63","0","323.31","101","O00410","O00410","Importin-5","IPO5","217","O00410","IPO5"
"115",56080,154280,166490,57781,140480,130160,87874,148020,130370,63891,113580,145120,"12","12","12","23.3","23.3","23.3","82.143","0","323.31","12","O00418","O00418","Eukaryotic elongation factor 2 kinase","EEF2K","218","O00418","EEF2K"
"116",35450,37797,59838,32634,32833,39901,22496,45371,38466,27752,32413,40607,"2","2","2","22.9","22.9","22.9","17.561","0","10.857","3","O00422","O00422","Histone deacetylase complex subunit SAP18","SAP18","219","O00422","SAP18"
"117",489480,364770,523760,481410,377540,390490,607850,474130,485900,591950,376720,483650,"7","7","7","9.4","9.4","9.4","89.86","0","13.846","9","O00423","O00423","Echinoderm microtubule-associated protein-like 1","EML1","220","O00423","EML1"
"118",1830800,2239100,3433300,1613500,1973400,2615100,2747600,2835300,3334300,2485000,2393500,2996500,"11","10","9","29.7","27.5","25.7","63.704","0","97.881","19","O00425","O00425","Insulin-like growth factor 2 mRNA-binding protein 3","IGF2BP3","221","O00425","IGF2BP3"
"119",2027800,2608900,2793100,1912500,2177400,2335400,2474300,2538200,2363700,2324300,2097300,2350900,"28","28","28","41.2","41.2","41.2","81.876","0","323.31","49","O00429","O00429","Dynamin-1-like protein","DNM1L","222","O00429","DNM1L"
"120",274170,334350,353070,206480,295890,265030,387810,381490,388440,346780,373750,397230,"9","9","9","38","38","38","39.336","0","312.93","10","O00442","O00442","RNA 3-terminal phosphate cyclase","RTCA","223","O00442","RTCA"
"121",28718,42657,36868,27223,40250,34608,33997,38863,39346,38833,40051,32165,"3","3","3","2.3","2.3","2.3","190.68","0","18.88","2","O00443","O00443","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha","PIK3C2A","224","O00443","PIK3C2A"
"122",1413.40002441406,2538.89990234375,2369.80004882813,2230,807.099975585938,2900.30004882813,2938,5832.7998046875,3235.60009765625,2147.39990234375,3888.19995117188,4918.2998046875,"1","1","1","5.3","5.3","5.3","50.268","0","36.75","4","O00458","O00458","Interferon-related developmental regulator 1","IFRD1","225","O00458","IFRD1"
"123",527260,1019400,923590,536330,912870,867670,669400,1187900,983190,658490,1016500,1018100,"13","13","13","23.3","23.3","23.3","81.879","0","323.31","30","O00461","O00461","Golgi integral membrane protein 4","GOLIM4","226","O00461","GOLIM4"
"124",10448,11856,17559,11076,11263,19590,18352,17384,22186,18483,15982,26884,"1","1","1","1.4","1.4","1.4","100.89","0","1.9069","1","O00462","O00462","Beta-mannosidase","MANBA","227","O00462","MANBA"
"125",434040,280240,290450,366450,239670,197590,504970,297530,227040,493950,279970,246080,"8","8","8","14.5","14.5","14.5","84.685","0","56.664","11","O00469","O00469","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","228","O00469","PLOD2"
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.9","5.9","5.9","43.016","0","19.678","0","O00470","O00470","Homeobox protein Meis1","MEIS1","229","O00470","MEIS1"
"127",739260,855200,910590,669140,767670,726780,916920,977900,987010,878090,856130,962720,"14","14","14","29.2","29.2","29.2","81.852","0","80.161","17","O00471","O00471","Exocyst complex component 5","EXOC5","230","O00471","EXOC5"
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.4","3.4","3.4","72.324","0","41.632","0","O00472","O00472","RNA polymerase II elongation factor ELL2","ELL2","231","O00472","ELL2"
"129",72629,196950,169960,78012,188850,162200,156010,324920,281820,124940,295150,318240,"12","12","12","23.1","23.1","23.1","65.001","0","19.516","16","O00478;P78410;O00481","O00478","Butyrophilin subfamily 3 member A3","BTN3A3","232","O00478","BTN3A3"
"130",4747.2998046875,11020,13501,4231,10042,12473,3635.30004882813,14011,10107,5716.7001953125,13367,13284,"2","2","2","21.1","21.1","21.1","9.5388","0","10.647","4","O00479","O00479","High mobility group nucleosome-binding domain-containing protein 4","HMGN4","233","O00479","HMGN4"
"131",367310,729920,831240,354600,598370,575660,436540,601720,588880,348080,491980,547740,"4","4","4","32.1","32.1","32.1","9.3697","0","19.026","12","O00483","O00483","Cytochrome c oxidase subunit NDUFA4","NDUFA4","234","O00483","NDUFA4"
"132",1784300,2171400,2393600,1652900,2131500,2120800,1974100,2127300,2097300,1821000,1894000,2081300,"7","7","7","33.9","33.9","33.9","34.577","0","323.31","22","O00487","O00487","26S proteasome non-ATPase regulatory subunit 14","PSMD14","235","O00487","PSMD14"
"133",1365.90002441406,1066.90002441406,1706,2362.30004882813,2300.39990234375,2210.5,2363.30004882813,1910.09997558594,1988,1877.19995117188,2317,2120.5,"1","1","1","7.5","7.5","7.5","15.199","0.0077094","1.0829","1","O00488","O00488","Zinc finger protein 593","ZNF593","236","O00488","ZNF593"
"134",829210,1649000,1926000,862410,1185900,1492500,1050400,1649600,1814200,987230,1358600,1710700,"16","16","15","29.3","29.3","28","64.699","0","323.31","23","O00499;Q9UBW5","O00499","Myc box-dependent-interacting protein 1","BIN1","237","O00499","BIN1"
"135",368790,688560,738350,390090,629620,633240,517560,653300,547150,439110,557300,584580,"7","3","3","12.5","5.4","5.4","57.81","0","98.623","1","O00505","O00505","Importin subunit alpha-4","KPNA3","238","O00505","KPNA3"
"136",126540,178040,221100,129670,142780,171860,167600,180050,171640,144360,148480,187830,"4","4","4","10.3","10.3","10.3","48.111","0","7.1535","7","O00506","O00506","Serine/threonine-protein kinase 25","STK25","239","O00506","STK25"
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.9","2.9","2.9","84.347","0","4.0405","0","O00522","O00522","Krev interaction trapped protein 1","KRIT1","240","O00522","KRIT1"
"138",27798,33162,34511,22314,37982,29818,29178,40616,29883,24813,33940,41793,"5","5","5","8.7","8.7","8.7","86.488","0","25.672","9","O00534","O00534","von Willebrand factor A domain-containing protein 5A","VWA5A","241","O00534","VWA5A"
"139",38183,84237,101600,35862,82947,81636,38859,71547,74569,36541,61743,67073,"4","4","4","12.2","12.2","12.2","68.002","0","11.229","8","O00541","O00541","Pescadillo homolog","PES1","242","O00541","PES1"
"140",3151.39990234375,7816.89990234375,10584,NA,4507,4099.2001953125,3555.30004882813,5714.2998046875,11891,5755.7001953125,5756.39990234375,8454.2001953125,"3","3","3","26.8","26.8","26.8","24.377","0","57.248","2","O00559","O00559","Receptor-binding cancer antigen expressed on SiSo cells","EBAG9","243","O00559","EBAG9"
"141",573310,782330,1014400,672590,719970,797520,731650,620700,853490,721410,642690,865830,"10","10","10","37.2","37.2","37.2","32.444","0","85.861","22","O00560","O00560","Syntenin-1","SDCBP","244","O00560","SDCBP"
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","8.1","8.1","8.1","78.863","0","39.92","5","O00566","O00566","U3 small nucleolar ribonucleoprotein protein MPP10","MPHOSPH10","245","O00566","MPHOSPH10"
"143",539280,1165300,1368800,658670,973770,954890,823400,1244500,1008900,703210,987600,1218700,"17","17","17","23.6","23.6","23.6","66.049","0","323.31","14","O00567","O00567","Nucleolar protein 56","NOP56","246","O00567","NOP56"
"144",1182400,1752900,2048900,1213600,1492600,1814300,1298600,1743500,1514700,1191000,1389200,1625900,"38","38","14","57.4","57.4","21.8","73.243","0","323.31","60","O00571","O00571","ATP-dependent RNA helicase DDX3X","DDX3X","247","O00571","DDX3X"
"145",272660,310810,357340,243990,284780,253190,298780,293140,295560,273820,241550,250560,"2","2","2","12.1","12.1","12.1","29.48","0","6.0438","3","O00584","O00584","Ribonuclease T2","RNASET2","248","O00584","RNASET2"
"146",15849,8689.2001953125,13421,26294,7041,14322,7694.7001953125,6550.5,6732.5,16798,5056.7998046875,4784.10009765625,"1","1","1","2.2","2.2","2.2","58.635","0","3.8888","1","O00592","O00592","Podocalyxin","PODXL","249","O00592","PODXL"
"147",1563800,975070,1136300,1480700,701250,768550,1231700,571620,524080,1358600,613700,643120,"13","13","13","41.5","41.5","41.5","42.026","0","65.237","25","O00622","O00622","Protein CYR61","CYR61","250","O00622","CYR61"
"148",233320,338600,421370,190470,325510,414410,304000,447650,423530,273350,423840,416790,"1","1","1","4.2","4.2","4.2","40.797","0","5.6344","3","O00623","O00623","Peroxisome assembly protein 12","PEX12","251","O00623","PEX12"
"149",42200,42979,38311,32094,35878,34376,48825,58532,44671,45077,57517,43738,"3","3","3","14.1","14.1","14.1","32.113","0.00031323","1.8307","4","O00625","O00625","Pirin","PIR","252","O00625","PIR"
"150",676070,907420,925060,573240,656700,652510,738060,683300,691700,898670,656360,619750,"10","10","6","27.8","27.8","20.7","57.886","0","103.15","19","O00629","O00629","Importin subunit alpha-3","KPNA4","253","O00629","KPNA4"
"151",6703.5,12325,5597.5,6691.5,10183,4404.2001953125,8041.2998046875,13253,3475,11822,12692,3926.89990234375,"1","1","1","3.8","3.8","3.8","61.465","0","4.0107","2","O00634","O00634","Netrin-3","NTN3","254","O00634","NTN3"
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","2","14","11.4","11.4","47.441","0","33.031","0","O00712","O00712","Nuclear factor 1 B-type","NFIB","255","O00712","NFIB"
"153",661460,839540,836330,538570,701660,793070,738850,881630,827280,658610,845330,788810,"8","8","8","32.5","32.5","32.5","35.144","0","105.27","14","O00743","O00743","Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed","PPP6C","256","O00743","PPP6C"
"154",12822,15899,24101,11325,16120,19248,10650,15987,14690,14379,10946,16296,"2","2","2","18.2","18.2","18.2","20.658","0","2.1538","2","O00746","O00746","Nucleoside diphosphate kinase, mitochondrial","NME4","257","O00746","NME4"
"155",146790,174680,161930,125710,137060,133690,212590,205040,156820,176710,158920,151620,"5","5","5","12.2","12.2","12.2","61.806","0","11.78","8","O00748","O00748","Cocaine esterase","CES2","258","O00748","CES2"
"156",1104800,1208400,1443900,983820,1054900,1202400,1199400,1140000,1189400,1093600,1079500,1108800,"14","14","14","17.5","17.5","17.5","113.74","0","116.77","22","O00754","O00754","Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide","MAN2B1","259","O00754","MAN2B1"
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.3","3.3","3.3","36.842","0.002139","1.4526","1","P09467;O00757","P09467;O00757","Fructose-1,6-bisphosphatase 1;Fructose-1,6-bisphosphatase isozyme 2","FBP1;FBP2","260","P09467","FBP1"
"158",943810,1711500,1737200,922780,1338900,1373800,1117100,1841300,1865100,987040,1379100,1622300,"10","10","10","40.7","40.7","40.7","35.102","0","270.72","17","O00764","O00764","Pyridoxal kinase","PDXK","261","O00764","PDXK"
"159",11201,23144,25946,8552.7998046875,16135,20471,8665.2001953125,29011,31274,13701,17056,18777,"1","1","1","1.4","1.4","1.4","108.87","0.0033303","1.337","1","O14490","O14490","Disks large-associated protein 1","DLGAP1","262","O14490","DLGAP1"
"160",500220,1892100,1800700,528010,1452500,1283800,734670,2345000,1842700,655720,1867000,1669700,"12","12","10","35.7","35.7","34.1","35.116","0","298.07","25","O14495","O14495","Lipid phosphate phosphohydrolase 3","PPAP2B","263","O14495","PPAP2B"
"161",45391,61426,70582,56700,63015,63207,52324,60654,56536,49584,60583,63633,"9","8","8","5.8","4.9","4.9","242.04","0","63.596","7","O14497","O14497","AT-rich interactive domain-containing protein 1A","ARID1A","264","O14497","ARID1A"
"162",49652,339220,338670,45740,326030,261330,59888,361130,344250,69143,317830,331190,"4","4","4","14.7","14.7","14.7","45.997","0","104.59","9","O14498","O14498","Immunoglobulin superfamily containing leucine-rich repeat protein","ISLR","265","O14498","ISLR"
"163",48839,57945,73575,31480,41832,36436,57805,55044,54876,32887,35321,30550,"1","1","1","1.1","1.1","1.1","162.13","0.0051189","1.2515","1","O14522","O14522","Receptor-type tyrosine-protein phosphatase T","PTPRT","266","O14522","PTPRT"
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","4.5","4.5","4.5","76.18","0","323.31","0","O14523","O14523","C2 domain-containing protein 2-like","C2CD2L","267","O14523","C2CD2L"
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.3","2.3","2.3","144.91","0","32.522","0","O14525","O14525","Astrotactin-1","ASTN1","268","O14525","ASTN1"
"166",254220,360440,449240,286820,313100,354400,393130,360500,325880,391360,299920,310380,"8","8","8","42.9","42.9","42.9","26.534","0","23.345","9","O14530","O14530","Thioredoxin domain-containing protein 9","TXNDC9","269","O14530","TXNDC9"
"167",671940,954580,854690,698370,926010,778870,651900,892700,529840,672370,759210,559320,"14","13","13","40.6","39.3","39.3","61.877","0","60.957","18","O14531","O14531","Dihydropyrimidinase-related protein 4","DPYSL4","270","O14531","DPYSL4"
"168",58934,122050,110310,61255,130650,102660,72547,103310,89364,71891,85475,95770,"11","11","11","22","22","22","64.84","0","323.31","8","O14545","O14545","TRAF-type zinc finger domain-containing protein 1","TRAFD1","271","O14545","TRAFD1"
"169",30474,54545,58178,40770,50472,68719,45684,50943,33774,41600,37915,43776,"4","4","4","34.2","34.2","34.2","12.615","0","3.5265","8","O14548","O14548","Cytochrome c oxidase subunit 7A-related protein, mitochondrial","COX7A2L","272","O14548","COX7A2L"
"170",370360,2082200,2048700,503200,1816700,1603300,462260,2540900,1586000,372140,2163800,1653400,"10","10","9","78.1","78.1","78.1","17.135","0","323.31","49","O14558","O14558","Heat shock protein beta-6","HSPB6","273","O14558","HSPB6"
"171",196310,277440,296310,181760,241350,246370,300540,347190,319680,288290,320350,298330,"6","6","6","29.1","29.1","29.1","33.382","0","57.567","19","O14562","O14562","Ubiquitin domain-containing protein UBFD1","UBFD1","274","O14562","UBFD1"
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.4","5.4","5.4","23.973","0","5.3815","2","O14569","O14569","Cytochrome b561 domain-containing protein 2","CYB561D2","275","O14569","CYB561D2"
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","6.2","6.2","6.2","72.955","0","15.324","0","O14576","O14576","Cytoplasmic dynein 1 intermediate chain 1","DYNC1I1","276","O14576","DYNC1I1"
"174",47222,96025,69339,40562,68787,61402,60946,94011,60190,64746,77632,68418,"5","5","5","3.2","3.2","3.2","231.43","0","31.99","6","O14578","O14578","Citron Rho-interacting kinase","CIT","277","O14578","CIT"
"175",914620,1459800,1625500,770370,1125600,1186600,1197700,1549600,1497100,1033200,1178500,1255500,"12","12","12","57.8","57.8","57.8","34.482","0","201.92","27","O14579","O14579","Coatomer subunit epsilon","COPE","278","O14579","COPE"
"176",24066,33869,39282,25780,25539,32394,22910,36828,25878,21676,31683,31648,"1","1","1","4.2","4.2","4.2","28.102","0.0036314","1.3226","1","O14593","O14593","DNA-binding protein RFXANK","RFXANK","279","O14593","RFXANK"
"177",165380,267820,281830,157780,202840,200810,205810,260340,229260,173840,222510,271090,"6","6","5","51.9","51.9","47.6","22.483","0","224.16","7","O14613","O14613","Cdc42 effector protein 2","CDC42EP2","280","O14613","CDC42EP2"
"178",720920,935070,1065900,559460,776340,798630,858680,931280,1029200,797870,782960,937040,"12","12","12","11.1","11.1","11.1","130.16","0","323.31","13","O14617","O14617","AP-3 complex subunit delta-1","AP3D1","281","O14617","AP3D1"
"179",208190,316450,390370,226990,341290,374660,259980,324170,270400,206080,285040,302090,"5","5","5","19","19","19","29.04","0","146.54","11","O14618","O14618","Copper chaperone for superoxide dismutase","CCS","282","O14618","CCS"
"180",10627,8253.2001953125,9491.900390625,12414,8857.2998046875,7399.5,12942,7157.5,7508.5,13765,7304.7998046875,7633.7998046875,"6","6","6","7.8","7.8","7.8","87.687","0","287.11","1","O14639","O14639","Actin-binding LIM protein 1","ABLIM1","283","O14639","ABLIM1"
"181",39727,56610,58633,39472,48451,54015,52630,58710,58326,42798,55349,61506,"6","6","5","9.5","9.5","7.9","78.947","0","178.81","8","O14641","O14641","Segment polarity protein dishevelled homolog DVL-2","DVL2","284","O14641","DVL2"
"182",17280,33138,33291,15345,25015,25243,21658,28953,23597,17414,22147,27738,"3","3","2","2","2","1.5","196.69","0","7.294","4","O14646","O14646","Chromodomain-helicase-DNA-binding protein 1","CHD1","285","O14646","CHD1"
"183",2878,3487.89990234375,4200.2998046875,NA,2494.5,2653.19995117188,3812,4780.5,2159.5,2726.60009765625,4570.39990234375,2454.60009765625,"2","1","1","1.1","0.5","0.5","211.34","0.00031338","1.8433","2","O14647","O14647","Chromodomain-helicase-DNA-binding protein 2","CHD2","286","O14647","CHD2"
"184",273280,429400,469590,259530,355580,347310,335300,411810,382760,293150,360110,354950,"6","6","6","39.2","39.2","39.2","24.775","0","47.32","11","O14653","O14653","Golgi SNAP receptor complex member 2","GOSR2","287","O14653","GOSR2"
"185",183530,255010,291690,200080,155880,241520,253510,217100,243190,235560,153660,235760,"4","4","4","14.2","14.2","14.2","37.808","0","5.8184","4","O14656","O14656","Torsin-1A","TOR1A","288","O14656","TOR1A"
"186",390920,513540,527370,321430,398690,388250,517910,427480,427190,444820,399270,472810,"2","2","2","8.3","8.3","8.3","37.978","0","15.443","2","O14657","O14657","Torsin-1B","TOR1B","289","O14657","TOR1B"
"187",4833.10009765625,6199,9169.7001953125,4465.60009765625,4907,7304.89990234375,3087.19995117188,7329.60009765625,6174.5,3714,5970.89990234375,6078.60009765625,"1","1","1","9.6","9.6","9.6","24.947","0","190.29","1","O14668","O14668","Transmembrane gamma-carboxyglutamic acid protein 1","PRRG1","290","O14668","PRRG1"
"188",146330,259560,327940,159540,212560,259330,195960,218460,213630,189360,190020,235170,"15","15","15","26.7","26.7","26.7","84.141","0","142.03","36","O14672","O14672","Disintegrin and metalloproteinase domain-containing protein 10","ADAM10","291","O14672","ADAM10"
