M7	M8	M9	M10	M1	M11	M2	M12	M3	M4	M5	M6	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
10118	12253	11514	6918	9794.5	10293	11625	16201	11076	11026	13024	13955	1	1	1	0.5	0.5	0.5	282.71	0	14.036	1	B1AWL2	B1AWL2		Zfp462	102
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	10	10	12.6	12.6	12.6	132.35	0	323.31	1	B1AXH1	B1AXH1	NHS-like protein 2	Nhsl2	103
53335	28956	50107	41020	54606	32063	52870	50905	72847	49988	50992	62288	11	11	11	10.4	10.4	10.4	123.81	0	235.07	10	B1AY10;B1AY10-2;B1AY10-3	B1AY10;B1AY10-2;B1AY10-3	Transcriptional repressor NF-X1	Nfx1	104
140130	93334	135740	108330	136290	110740	174170	159460	175780	146420	184000	185090	16	16	16	8.4	8.4	8.4	294	0	323.31	17	B1AY13;B1AY13-2	B1AY13	Ubiquitin carboxyl-terminal hydrolase 24	Usp24	105
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.2	1.2	1.2	160.29	0.0032753	2.2513	0	B1AYB6	B1AYB6	Methyl-CpG-binding domain protein 5	Mbd5	106
20599	17545	15913	11356	14284	17796	26494	23215	22140	13356	27325	22933	6	6	6	6.1	6.1	6.1	97.356	0	323.31	2	B1AZA5	B1AZA5	Transmembrane protein 245	Tmem245	107
291560	217320	362800	234440	273620	221390	326320	429820	391290	289050	322430	399330	12	12	12	8.9	8.9	8.9	182.77	0	228.21	16	B1AZI6	B1AZI6	THO complex subunit 2	Thoc2	108
233000	259430	282120	182560	221540	267590	393990	293090	352840	254710	397260	368260	9	9	9	13.4	13.4	13.4	108.04	0	323.31	6	B1AZP2;B1AZP2-2;B1AZP2-3	B1AZP2;B1AZP2-2;B1AZP2-3	Disks large-associated protein 4	Dlgap4	109
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.2	1.2	1.2	135.29	0.0042887	2.1627	0	B2KF05;B2KF05-2	B2KF05;B2KF05-2		Brpf3	110
4321.2998046875	2714.10009765625	8066.39990234375	2940.60009765625	3220.19995117188	5074.2001953125	8480.2001953125	8023.10009765625	7238	4584.89990234375	6985.5	10484	3	3	2	6.1	6.1	3.7	60.302	0.0027203	2.4181	1	B2RPY5;B2RPY5-2;B2RPY5-3	B2RPY5;B2RPY5-2;B2RPY5-3	G-protein coupled receptor 161	Gpr161	111
1143700	779720	996100	908420	1019600	869910	1152400	1114600	1072000	1095800	1148900	1106100	35	35	35	20.8	20.8	20.8	243.24	0	323.31	66	B2RQC6;B2RQC6-2;Q8C196	B2RQC6;B2RQC6-2	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	Cad	112
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	8	8	12.7	12.7	12.7	94.635	0	190.53	2	B2RQE8	B2RQE8	Rho GTPase-activating protein 42	Arhgap42	113
NaN	690.469970703125	907.380004882813	NaN	1210.69995117188	917.570007324219	771.130004882813	1124.09997558594	700.539978027344	1048.90002441406	NaN	NaN	5	5	5	4.1	4.1	4.1	161.09	0	55.113	2	B2RR83	B2RR83	Probable ATP-dependent RNA helicase YTHDC2	Ythdc2	114
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	4.8	4.8	4.8	137.31	0	47.004	0	B2RRD7	B2RRD7		Brpf1	115
24170	19557	20879	21344	26116	28939	30374	21078	23393	29089	28055	25545	5	5	5	7	7	7	123.05	0	109.04	4	B2RRE7	B2RRE7	OTU domain-containing protein 4	Otud4	116
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	5.6	5.6	5.6	74.517	0	105.02	1	B2RS91	B2RS91	RNA polymerase I-specific transcription initiation factor RRN3	Rrn3	117
3707.10009765625	10872	6270.2998046875	1832.69995117188	6558.2998046875	9039.099609375	10109	10531	15105	4583.7001953125	14301	11489	6	1	1	18.9	5.4	5.4	40.361	0	22.511	4	B2RSH2	B2RSH2	Guanine nucleotide-binding protein G(i) subunit alpha-1	Gnai1	118
11153	10104	30909	13427	12566	17261	21046	43445	53280	18215	15098	51507	4	4	4	10	10	10	92.908	0	323.31	1	B2RUJ5;B2RUJ5-3;B2RUJ5-2	B2RUJ5;B2RUJ5-3	Amyloid beta A4 precursor protein-binding family A member 1	Apba1	119
11963	9085.2998046875	12392	9863.400390625	11582	11141	16331	14898	15222	10270	12438	15821	4	4	4	8.3	8.3	8.3	91.982	0	234.68	4	B2RUR8	B2RUR8	OTU domain-containing protein 7B	Otud7b	120
53343	33893	87491	61004	50412	57142	57737	82508	58742	54404	36601	41983	3	3	3	12	12	12	26.96	0	4.9286	3	B2RVL6	B2RVL6	Zinc finger CCHC domain-containing protein 24	Zcchc24	121
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	2.1	2.1	2.1	263.3	0	323.31	1	B2RWS6	B2RWS6	Histone acetyltransferase p300	Ep300	122
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1	1	1.8	0.9	0.9	169.12	0	81.724	0	B2RX12;B2RX12-3;B2RX12-2	B2RX12;B2RX12-3;B2RX12-2	Canalicular multispecific organic anion transporter 2	Abcc3	123
289350	280590	324000	264240	321740	299060	467070	383330	398540	325960	427110	512440	9	9	9	10.7	10.7	10.7	128.39	0	20.598	16	B2RXC1	B2RXC1	Trafficking protein particle complex subunit 11	Trappc11	124
165120	197280	229130	144900	204550	198260	314180	299580	293590	203060	282360	365660	13	13	13	19.8	19.8	19.8	107.38	0	148.5	18	B2RXR6	B2RXR6	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	Ankrd44	125
2336300	1716500	2576200	1773600	1889300	1902400	2837200	3087200	3432300	2056000	2591600	3919700	36	36	35	23.7	23.7	23.1	206.23	0	323.31	67	B2RXS4	B2RXS4	Plexin-B2	Plxnb2	126
160390	63822	108980	117760	125070	94992	119530	109350	108230	134610	91835	131430	14	14	14	9.4	9.4	9.4	214.43	0	259.61	10	B2RY04	B2RY04	Dedicator of cytokinesis protein 5	Dock5	127
415110	274970	363800	361090	446260	315500	450980	463890	412250	475910	322970	350340	12	12	12	13.2	13.2	13.2	99.551	0	268.65	12	B2RY56	B2RY56	RNA-binding protein 25	Rbm25	128
219700	188580	192000	199080	187760	184040	230800	215860	217330	193740	263350	283850	5	5	5	15.6	15.6	15.6	56.677	0	41.203	7	B7ZMP1;B7ZMP1-2	B7ZMP1;B7ZMP1-2	Probable Xaa-Pro aminopeptidase 3	Xpnpep3	129
637.27001953125	NaN	853.200012207031	NaN	NaN	NaN	NaN	830.030029296875	822.539978027344	1096.40002441406	1002.70001220703	NaN	8	8	8	6.3	6.3	6.3	151.62	0	158.54	1	B7ZNG0;B7ZNG0-2	B7ZNG0;B7ZNG0-2	Kinesin-like protein KIF7	Kif7	130
17818	16897	18017	14276	10810	19673	21651	22116	17462	15090	20199	19254	1	1	1	6.2	6.2	6.2	28.466	0.0028606	2.3638	1	B8JKV0	B8JKV0		Amn1	131
41849	26211	28734	25696	23326	27520	38436	29733	30044	25335	22645	26692	2	2	2	12.2	12.2	12.2	38.344	0	21.647	2	B8ZXI1-2;B8ZXI1	B8ZXI1-2;B8ZXI1	Queuine tRNA-ribosyltransferase subunit QTRTD1	Qtrtd1	132
95872	82213	85898	67992	79813	89909	117430	112130	119070	92300	109460	130470	9	9	9	9.6	9.6	9.6	127.74	0	323.31	8	B9EJ80	B9EJ80		Pdzd8	133
139590	108720	146140	111770	128910	120360	189280	149480	191410	154820	166060	198200	7	7	7	10.7	10.7	10.7	101.27	0	78.419	11	B9EJ86	B9EJ86	Oxysterol-binding protein	Osbpl8	134
131990	95420	132260	99086	140410	98821	161470	177600	187050	138340	150530	165460	7	7	7	7.2	7.2	7.2	121.8	0	63.107	5	B9EKI3	B9EKI3	TATA element modulatory factor	Tmf1	135
166630	214510	325840	132610	127300	225740	290530	366360	270010	151020	298450	292680	7	7	7	3.8	3.8	3.8	254.4	0	94.941	8	B9EKR1	B9EKR1	Receptor-type tyrosine-protein phosphatase zeta	Ptprz1	136
22723	36451	68466	22318	23822	36524	80159	73533	86711	43737	83975	122450	1	1	1	6.7	6.7	6.7	20.146	0.00077954	2.9959	2	C0HK80;C0HK79	C0HK80;C0HK79			137
88301	100190	100730	110900	115390	80446	157460	145890	142590	159840	116380	142300	17	17	17	43.5	43.5	43.5	51.954	0	323.31	10	C0HKD9;C0HKD8	C0HKD9;C0HKD8			138
13105000	8352700	11670000	10766000	10656000	10701000	11382000	15768000	13505000	11572000	13042000	15689000	6	6	2	36.2	36.2	13.8	14.161	0	323.31	52	Q8CGP5;Q8R1M2;Q8CGP7;Q8BFU2;Q8CGP6;C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q64522	Q8CGP5;Q8R1M2;Q8CGP7;Q8BFU2;Q8CGP6;C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1	Histone H2A type 1-F;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 3;Histone H2A type 1-H	Hist1h2af;H2afj;Hist1h2ak;Hist3h2a;Hist1h2ah	139
129660	80254	124550	101570	101070	85464	124990	153170	166130	113180	131270	187880	2	2	2	7.3	7.3	7.3	29.608	0	7.9279	5	C0HKG6;C0HKG5	C0HKG6;C0HKG5			140
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.9	1.9	1.9	109.15	0	151.95	0	D2EAC2;D2EAC2-2	D2EAC2;D2EAC2-2	Zinc finger BED domain-containing protein 6	Zbed6	241
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.4	3.4	3.4	79.396	0	37.936	0	D3YVF0	D3YVF0	A-kinase anchor protein 5	Akap5	242
446900	69763	73705	360460	454990	117720	133690	61269	87869	463420	111470	71503	22	22	22	5.4	5.4	5.4	611.55	0	105	26	D3YXG0;D3YXG0-2	D3YXG0;D3YXG0-2		Hmcn1	243
33355	81967	63330	41005	41269	57911	83932	69537	93985	66486	90679	112680	4	4	4	6	6	6	127.36	0	9.9913	4	D3YXJ0-2;D3YXJ0-3;D3YXJ0	D3YXJ0-2;D3YXJ0-3;D3YXJ0	Diacylglycerol kinase	Dgkh	244
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.5	3.5	3.5	54.532	0	10.16	0	D3YXK1	D3YXK1	Atherin	Samd1	245
332990	235620	269700	236090	268540	234330	342820	367400	331510	293650	327490	381980	22	22	17	29.3	29.3	20.4	105.1	0	323.31	29	D3YXK2	D3YXK2	Scaffold attachment factor B1	Safb	246
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.1	3.1	3.1	56.036	0	8.8005	0	D3YYI7	D3YYI7	Probable E3 ubiquitin-protein ligase RNF217	Rnf217	247
114480	83870	167740	80635	102400	93310	150990	193100	210040	114760	145810	232900	7	7	7	5.8	5.8	5.8	197.93	0	23.899	8	D3YYU8;D3YYU8-2	D3YYU8	Obscurin-like protein 1	Obsl1	248
87230	105430	109600	71004	82018	107030	153780	137740	149250	98501	172780	153710	2	2	2	11.5	11.5	11.5	36.438	0	8.148	2	D3YZG8	D3YZG8	Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	Mthfd2l	249
264530	205830	279860	178990	259800	178500	308500	373060	414670	272860	369340	488430	13	13	13	37.1	37.1	37.1	52.938	0	323.31	11	D3YZP9	D3YZP9	Coiled-coil domain-containing protein 6	Ccdc6	250
11518	6621.39990234375	10630	7247.2001953125	6997.39990234375	10595	14989	12957	19386	8854.7998046875	14524	20344	4	4	4	11.5	11.5	11.5	73.937	0	274.1	3	D3YZV8	D3YZV8	Coiled-coil domain-containing protein 8 homolog	Ccdc8	251
96828	50301	107280	87258	103480	70365	110770	119310	139770	113870	91356	130780	5	5	5	14.4	14.4	14.4	62.491	0	102.92	4	D3Z2R5	D3Z2R5		Sepn1	252
45163	45090	84299	38337	86174	53614	113230	60928	146210	60346	113050	91170	1	1	1	15	15	15	16.037	0	5.6693	1	D3Z4S3	D3Z4S3	Putative peptidyl-tRNA hydrolase PTRHD1	Ptrhd1	253
1099800	942560	1159700	833630	953240	979870	1654900	1388700	1686700	1041800	1654000	1825200	11	11	2	26	26	6.7	73.963	0	286.81	26	D3Z7P3	D3Z7P3	Glutaminase kidney isoform, mitochondrial	Gls	254
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	1	1	24.4	2.8	2.8	65.994	0.0018394	2.6398	2	D3Z7P3-2	D3Z7P3-2	Glutaminase kidney isoform, mitochondrial	Gls	255
76342	53484	73575	63037	57750	64833	91387	84801	78879	66525	90022	87985	1	1	1	20.3	20.3	20.3	7.818	0	8.6174	3	D3Z7Q2	D3Z7Q2		Smim20	256
27837	29946	29327	24285	25531	31451	33690	38464	33894	22208	29504	41038	3	3	3	2.5	2.5	2.5	159.18	0	4.7112	2	E1U8D0	E1U8D0	Protein SOGA1;N-terminal form;C-terminal 80 kDa form	Soga1	257
494110	522700	539720	384390	453750	567350	759230	672700	754010	519640	752020	821310	25	25	25	13.2	13.2	13.2	292	0	323.31	33	E2JF22	E2JF22	Piezo-type mechanosensitive ion channel component 1	Piezo1	258
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.7	2.7	2.7	43.083	0	11.174	0	E9PV82	E9PV82		Fam53a	259
4035900	2908300	3309000	3240000	3301600	3162000	4440800	4052900	4357800	3853400	4344700	4870600	59	59	59	27.6	27.6	27.6	293.02	0	323.31	84	E9PVA8	E9PVA8		Gcn1l1	260
2123	1410.69995117188	2492.39990234375	1182.90002441406	1494.69995117188	1771.80004882813	1405	2755.60009765625	2239.89990234375	2197.19995117188	1962.59997558594	1727.19995117188	2	2	2	1.6	1.6	1.6	135.52	0.00093211	2.9013	2	E9PVB5;E9PVB5-2	E9PVB5;E9PVB5-2	Tetratricopeptide repeat protein 17	Ttc17	261
52586	24369	94028	48111	46090	28643	46377	94416	117310	51166	40832	103340	8	8	8	3.9	3.9	3.9	346.38	0	54.151	13	E9PVD3	E9PVD3	Protocadherin-16	Dchs1	262
6829.2998046875	5762.10009765625	9677.2998046875	5417	7967.5	5452.2998046875	11171	9586.2998046875	11139	6988.5	10461	14410	4	4	4	3.9	3.9	3.9	210.46	0	16.14	3	E9PXF8;E9PXF8-2	E9PXF8;E9PXF8-2		Sbf2	263
62534	27563	51052	37506	43158	36364	53638	68756	67764	52087	44721	67514	5	5	5	5.5	5.5	5.5	165.87	0	91.74	5	E9PY46	E9PY46		Ift140	264
88196	58592	68573	69482	74628	60493	80508	79433	80718	95880	68126	81750	8	8	8	5.9	5.9	5.9	186.06	0	323.31	3	E9PYH6	E9PYH6	Histone-lysine N-methyltransferase	Setd1a	265
119350	80259	114890	94659	92785	95451	131640	147360	156950	117350	134720	174150	7	7	7	4.5	4.5	4.5	216.13	0	16.565	8	E9PYK3	E9PYK3		Parp4	266
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	3.8	3.8	3.8	211.87	0	323.31	1	E9PYL2	E9PYL2		Prr12	267
268710	215850	268810	211770	250410	234580	347850	304650	333240	276940	304140	336000	16	16	16	9.3	9.3	9.3	250.55	0	147.25	20	E9PZJ8;E9PZJ8-2	E9PZJ8	Activating signal cointegrator 1 complex subunit 3	Ascc3	268
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1	1	1.3	0.7	0.7	210.8	0.00062755	3.1099	0	E9PZM4	E9PZM4	Chromodomain-helicase-DNA-binding protein 2	Chd2	269
3711.60009765625	1390.09997558594	2445.69995117188	1491.19995117188	1513.19995117188	1904.19995117188	2001.69995117188	5500.7001953125	3474.10009765625	3649.5	2065.69995117188	1747	18	18	14	36.8	36.8	33.9	59.291	0	323.31	8	E9Q1P8	E9Q1P8	Interferon regulatory factor 2-binding protein 2	Irf2bp2	270
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	0.6	0.6	0.6	346.45	0	26.381	0	E9Q309	E9Q309		Cep350	271
166970	85464	112200	124820	144140	102760	179520	151190	174650	154930	165410	209240	27	27	27	15.1	15.1	15.1	303.97	0	323.31	23	E9Q394;E9Q394-2	E9Q394;E9Q394-2		Akap13	272
1307.40002441406	830.820007324219	1015	717.22998046875	680.289978027344	1164	668.52001953125	934.900024414063	1115.90002441406	716.179992675781	NaN	881.309997558594	3	3	3	8.6	8.6	8.6	76.535	0	323.31	1	E9Q3C1	E9Q3C1		C2cd2	273
395970	301540	486280	303210	339590	363490	512050	604980	624510	361190	509910	708060	23	23	23	12.8	12.8	12.8	237.04	0	323.31	25	E9Q3L2	E9Q3L2		Pi4ka	274
4869.7998046875	4352.2998046875	6626.60009765625	4598.7001953125	5386	4864.7998046875	8297.2998046875	6379.7001953125	6402.5	4394.39990234375	7769.7998046875	5922.39990234375	3	3	3	1.4	1.4	1.4	296.18	0	18.665	4	E9Q4F7	E9Q4F7		Ankrd11	275
78429	59844	56263	56892	58060	72291	87877	95316	79246	66783	95163	62591	10	10	10	6.6	6.6	6.6	237.79	0	71.438	10	E9Q4N7	E9Q4N7		Arid1b	276
252860	194220	300740	169680	201270	197670	385870	426290	381610	261670	368410	473140	5	5	5	14.6	14.6	14.6	46.217	0	15.432	10	E9Q4P1	E9Q4P1		Wdfy1	277
52779	54262	71488	45474	49113	51625	72250	82094	76716	59267	62261	77387	9	9	9	11.8	11.8	11.8	96.738	0	167.24	5	E9Q4S1	E9Q4S1	High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B	Pde8b	278
769240	701470	999340	575460	727280	724410	794630	1160700	919460	638470	723160	1105600	31	31	31	7.3	7.3	7.3	584.78	0	209.37	48	E9Q555	E9Q555	E3 ubiquitin-protein ligase RNF213	Rnf213	279
450770	367150	342700	398150	474240	387920	480760	413560	456060	552190	417180	463020	19	19	19	23.1	23.1	23.1	73.697	0	323.31	24	E9Q5C9;E9Q5C9-2	E9Q5C9;E9Q5C9-2		Nolc1	280
13389	7992.39990234375	11933	8346.7001953125	12917	6244.5	12509	12796	14149	13631	15180	15372	9	9	9	6	6	6	285.66	0	78.826	1	E9Q5F9;E9Q5F9-2	E9Q5F9;E9Q5F9-2	Histone-lysine N-methyltransferase SETD2	Setd2	281
47470	48648	57582	41344	49906	51364	64913	61487	70671	60378	64899	60816	8	8	8	13.7	13.7	13.7	85.648	0	25.459	5	E9Q5K9;E9Q5K9-3;E9Q5K9-2	E9Q5K9;E9Q5K9-3;E9Q5K9-2	YTH domain-containing protein 1	Ythdc1	282
490520	587150	477900	471660	678950	620240	862440	577050	737290	687310	949170	761840	14	14	14	15.7	15.7	15.7	126.82	0	89.112	20	E9Q634	E9Q634	Unconventional myosin-Ie	Myo1e	283
50478	28931	51700	34045	33411	28428	48489	54779	43018	37067	43353	50365	16	16	14	6.5	6.5	5.7	327.45	0	323.31	12	E9Q6J5;E9Q6J5-3;E9Q6J5-2	E9Q6J5;E9Q6J5-3;E9Q6J5-2		Bod1l	284
70013	71891	141490	57441	64461	85740	122490	169740	190730	75411	115510	183110	7	7	7	12.7	12.7	12.7	94.202	0	162.53	3	E9Q6P5	E9Q6P5		Ttc7b	285
8239.099609375	6734.2998046875	6676.5	4827.5	7889.2001953125	7082.89990234375	7966.2998046875	7663.39990234375	11836	9191.900390625	11270	13787	3	3	3	4.7	4.7	4.7	118.2	0	6.2606	7	E9Q735	E9Q735	Ubiquitin conjugation factor E4 A	Ube4a	286
3877.10009765625	2927.19995117188	4139.2001953125	3984.80004882813	2887.5	3205.5	6332.60009765625	4735.39990234375	5173.5	5328.39990234375	4196.60009765625	4852.7001953125	18	18	18	10.9	10.9	10.9	203.75	0	323.31	2	E9Q784	E9Q784		Zc3h13	287
35867	29381	19062	30801	24133	31369	29961	23780	25059	35678	38748	30294	17	17	17	14.3	14.3	14.3	176.66	0	323.31	7	E9Q7D5	E9Q7D5		Arhgef5	288
17582	15892	22749	15892	16988	22303	21898	24866	18832	21120	19568	17517	4	4	3	2.3	2.3	1.6	195.99	0.00031606	3.2708	3	E9Q7E2	E9Q7E2		Arid2	289
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	6.3	6.3	6.3	75.795	0	23.104	0	E9Q7F2	E9Q7F2	E3 ubiquitin-protein ligase RNF169	Rnf169	290
1189400	920920	1368800	885800	971250	1040300	1308900	1572100	1295600	1082500	1163200	1404800	51	51	51	29.9	29.9	29.9	235.63	0	323.31	74	E9Q7G0	E9Q7G0		Numa1	291
257970	114580	211080	197650	179930	129800	187900	242050	222560	195830	178790	223590	13	13	13	14.8	14.8	14.8	131.54	0	130.81	19	E9Q7X6-2;E9Q7X6;E9Q7X6-3	E9Q7X6-2;E9Q7X6	Protein HEG homolog 1	Heg1	292
2049.10009765625	3363	1681	1453.40002441406	2421	2286	2544.80004882813	4286.10009765625	4162.89990234375	1724.80004882813	2767.19995117188	3761.19995117188	4	4	4	16	16	16	61.734	0	193.64	2	E9Q8D0	E9Q8D0		Dnajc21	293
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	35.2	35.2	35.2	9.9543	0	225.14	0	E9Q942	E9Q942	Small integral membrane protein 13	Smim13	294
50148	33073	39356	30894	37615	34881	42850	49411	49127	42913	37194	53183	1	1	1	8	8	8	15.634	0.002999	2.3227	2	E9Q9D5-3;E9Q9D5;E9Q9D5-1	E9Q9D5-3;E9Q9D5;E9Q9D5-1	Rab-like protein 2A	Rabl2	295
22364	25120	33631	15356	26097	21904	72564	40218	52743	32701	62950	68394	15	15	15	9.1	9.1	9.1	214.38	0	294.59	3	E9Q9R9	E9Q9R9		Dlg5	296
34468	20860	30251	27445	35189	21194	36222	35377	34356	37023	33997	36995	4	4	4	1.9	1.9	1.9	331.56	0	13.228	5	E9QAM5	E9QAM5	Helicase with zinc finger domain 2	Helz2	297
645250	446970	584610	498080	548720	499340	678350	704940	718030	632450	661320	836790	32	32	32	19.7	19.7	19.7	256.47	0	323.31	44	E9QAT4-2;E9QAT4	E9QAT4-2;E9QAT4		Sec16a	298
12872	9426.7998046875	13545	9990.900390625	16230	13720	20582	16752	21582	17762	18195	17191	2	2	2	4.1	4.1	4.1	72.694	0	8.6296	2	F6VAN0	F6VAN0	Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha	Atf6	299
1868300	1417800	1729100	1469700	1765100	1489300	2337700	2122500	2385700	2111800	2135800	2639400	50	50	50	24.8	24.8	24.8	273.99	0	323.31	82	F6ZDS4	F6ZDS4	Nucleoprotein TPR	Tpr	300
2935	3178.10009765625	2371.19995117188	1747.5	2755.60009765625	2637.89990234375	5597.5	4984.2998046875	4920	3630	5103	6147	2	2	2	5.2	5.2	5.2	106.52	0	27.219	3	F7BJB9	F7BJB9		Morc3	301
22119	17331	21788	20917	19861	16826	24522	25283	29550	22582	23639	23380	1	1	1	1	1	1	142.05	0.0032772	2.2561	1	F8VPQ2	F8VPQ2		Arid4a	302
1482000	1053400	1267000	1156000	1184900	1203800	1642400	1513300	1614200	1427800	1772900	1923300	31	31	30	35.8	35.8	34.6	118.87	0	323.31	37	F8VPU2	F8VPU2	FERM, RhoGEF and pleckstrin domain-containing protein 1	Farp1	303
28031	35595	33434	23119	29439	33793	49138	35844	43081	30798	49951	31563	9	9	9	5.2	5.2	5.2	237.32	0	23.367	8	F8VQB6;F8VQB6-2	F8VQB6;F8VQB6-2	Unconventional myosin-X	Myo10	304
9581.7001953125	9542.7001953125	12910	8643.400390625	9450.5	4619.89990234375	17743	17264	18384	12534	18088	26606	1	1	1	2.4	2.4	2.4	55.317	0.002719	2.406	1	G3X912	G3X912	SprT-like domain-containing protein Spartan	Sprtn	305
45224	30895	54377	32844	44594	40089	58816	53734	60466	52224	58432	64574	24	24	24	16.2	16.2	16.2	195.06	0	323.31	14	G3X9J0	G3X9J0		Sipa1l3	306
57670	50427	58802	35621	36650	48765	80702	62092	80006	62209	73310	101490	7	4	4	5.5	3.5	3.5	208.5	0	160.83	5	G3X9K3	G3X9K3	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	Arfgef1	307
5527	12376	14176	8804.099609375	7349.60009765625	13933	14787	18292	15045	11373	14823	17904	3	3	3	7.6	7.6	7.6	58.206	0	323.31	2	G3XA57;G3XA57-2	G3XA57;G3XA57-2	Rab11 family-interacting protein 2	Rab11fip2	308
128550	261340	226240	91512	248260	232410	651320	281280	553640	260550	656680	628150	5	5	5	9.4	9.4	9.4	72.418	0	21.895	6	G3XA59	G3XA59		Lrrc32	309
722930	699460	887230	561040	661670	708980	1290200	1067700	1203000	729530	1247400	1283100	23	23	18	20	20	17.2	134.75	0	293.36	47	G5E829;Q9R0K7	G5E829	Plasma membrane calcium-transporting ATPase 1	Atp2b1	310
928810	687890	931240	751730	910630	744360	1372300	1187900	1413500	1042400	1243000	1621200	28	28	28	19.3	19.3	19.3	224.13	0	323.31	33	G5E870	G5E870	E3 ubiquitin-protein ligase TRIP12	Trip12	311
974170	935060	1158300	842290	846470	889480	1146900	1464500	1433100	933910	1061400	1578300	7	7	7	16.9	16.9	16.9	57.685	0	84.381	16	G5E897	G5E897		Kdelc2	312
375260	220440	551640	300540	445240	332990	520720	649270	631560	456710	428430	605220	26	26	1	15.8	15.8	1.4	214.06	0	323.31	25	G5E8K5;G5E8K5-3;G5E8K5-5;G5E8K5-4;Q02357;Q02357-2;Q02357-5;Q02357-3;Q02357-4;Q02357-6	G5E8K5;G5E8K5-3;G5E8K5-5;G5E8K5-4	Ankyrin-3	Ank3	313
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26	1	1	18.2	1.9	1.9	188.25	0	175.14	0	G5E8K5-2;G5E8K5-6	G5E8K5-2;G5E8K5-6	Ankyrin-3	Ank3	314
3223.39990234375	2082.30004882813	2019.40002441406	2815.60009765625	2077	3026.60009765625	4503.10009765625	3512.69995117188	3122	2791.60009765625	2359	2423.60009765625	2	2	2	4.5	4.5	4.5	197.19	0	11.46	2	G5E8P0	G5E8P0		Tubgcp6	315
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	5.7	5.7	5.7	133.37	0	176.33	0	G5E8P1-2;G5E8P1	G5E8P1-2;G5E8P1		Brd1	316
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1	186.44	0	42.566	0	L0N7N1	L0N7N1	Kinesin-like protein KIF14	Kif14	317
